,10_AE1712_C14_N14_19_200m_c_1,10_AE1712_C14_N14_19_200m_v_1,11_AE1712_C16_N1_7_80m_c_1,11_AE1712_C16_N1_7_80m_v_1,12_AE1712_C16_N8_14_200m_c_1,12_AE1712_C16_N8_14_200m_v_1,1_AE1712_C3_N1_7_80m_c_1,1_AE1712_C3_N1_7_80m_v_1,2_AE1712_C3_N8_14_200m_c_1,3_AE1712_C6_N1_7_80m_c_1,3_AE1712_C6_N1_7_80m_v_1,4_AE1712_C6_N8_17_200m_c_1,4_AE1712_C6_N8_17_200m_v_1,5_AE1712_C8_N7_12_80m_c_1,5_AE1712_C8_N7_12_80m_v_1,6_AE1712_C8_N19_24_200m_c_1,6_AE1712_C8_N19_24_200m_v_1,7_AE1712_C11_N1_7_80m_c_1,7_AE1712_C11_N1_7_80m_v_1,8_AE1712_C11_N8_14_200m_c_1,8_AE1712_C11_N8_14_200m_v_1,9_AE1712_C14_N3_8_80m_c_1,9_AE1712_C14_N3_8_80m_v_1
10_AE1712_C14_N14_19_200m_v_NODE_1039_length_11257_cov_9.875134,0,15.138,0,0,0,5.1571,0,0,0,0,0,0,0,0,0,0,7.4511,0,0,1.2056,3.9259,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1041_length_11237_cov_39.377330,0,58.7145,0,5.0182,0,19.4223,0,7.6712,0,0,2.5483,0,8.8936,0,3.4051,2.7643,40.8882,0,0,2.6324,11.1523,0,2.597
10_AE1712_C14_N14_19_200m_v_NODE_1042_length_11236_cov_10.095259,0,15.5957,0,2.4331,0,7.1081,0,8.164,0,0,0,0,6.1872,0,3.117,0,12.0264,0,0,0,6.57,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1046_length_11196_cov_11.773451,2.4301,18.8919,0,2.147,0,9.9426,0,0,0,0,0,0,3.1082,0,0,0,10.4057,0,0,0,5.1656,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1050_length_11162_cov_9.644475,0,15.7849,0,0,0,4.7157,0,0,0,0,0,0,0,0,0,0,4.1021,0,0,0,2.1149,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1051_length_11160_cov_9.608139,1.89,8.477,0,0,5.6603,5.9923,0,0,4.1771,0,0,2.7073,2.6579,0,0,2.8469,5.3302,0,0,6.1057,4.0002,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1054_length_11108_cov_15.154836,0,20.0289,0,0,0,8.4939,0,3,0,0,0,0,3.9489,0,0,0,14.1782,0,0,0,6.7111,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1061_length_11072_cov_8.985903,0,13.9467,0,0,0,3.5076,0,0,0,0,0,0,2.214,0,0,0,2.4868,0,0,0,2.2817,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1064_length_11065_cov_9.791136,0,15.9919,0,0,0,8.0853,0,0,0,0,0,0,5.4086,0,0,0,11.5414,0,0,0,7.5223,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1068_length_11050_cov_7.456120,0,11.7988,0,0,0,4.3684,0,0,0,0,0,0,0,0,0,0,5.5489,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1071_length_11031_cov_7.157751,2.2093,12.3131,0,0,0,5.4738,0,0,0,0,0,0,3.0338,0,0,0,11.0687,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1072_length_11009_cov_15.146634,0,23.9522,0,3.1011,0,11.245,0,9.9399,0,0,2.423,0,8.9523,0,5.1325,0,22.0857,0,0,0,10.3882,0,2.2656
10_AE1712_C14_N14_19_200m_v_NODE_1074_length_10991_cov_14.275334,0,22.0199,0,0,0,10.1687,0,0,0,0,0,0,11.7671,0,0,0,20.2062,0,0,0,11.9943,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1075_length_10984_cov_13.539562,0,14.9743,0,0,0,5.5967,0,0,0,0,0,0,4.0101,0,0,0,12.604,0,0,0,6.6369,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1078_length_10977_cov_7.438532,12.0899,12.8183,0,0,8.5153,6.2588,0,0,3.1575,0,0,4.2734,0,0,0,5.8288,5.3037,0,0,6.9509,3.6626,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1079_length_10975_cov_10.386952,1.7516,18.1995,0,0,4.4443,11.9236,0,2.6712,2.3263,0,0,0,6.7506,0,0,0,13.4036,0,0,4.2138,6.938,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1081_length_10957_cov_5.511581,0,9.1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.508,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1082_length_10933_cov_8.649410,0,13.9399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4495,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1084_length_10933_cov_5.055545,0,7.725,0,0,0,2.4638,0,1.9554,0,0,0,0,2.6446,0,0,0,5.1791,0,0,0,3.8515,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1085_length_10928_cov_7.570178,0,12.7379,0,0,0,6.1201,0,0,0,0,0,0,2.6076,0,0,0,5.9219,0,0,0,4.5018,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1088_length_10909_cov_16.518741,6.2754,28.4462,0,0,10.4373,17.7589,0,0,7.2426,0,0,4.1965,3.4413,0,0,7.0934,10.3499,0,0,10.3465,7.315,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1089_length_10901_cov_4.914911,0,7.8436,0,0,2.4376,6.7235,0,0,0,0,0,0,0,0,0,0,6.5396,0,0,1.8797,2.0906,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1091_length_10887_cov_54.566605,0,81.2251,0,7.9005,0,66.5526,0,10.1823,1.8967,0,6.2158,0,27.0352,0,7.5975,2.6783,63.0595,0,2.523,2.2181,31.6067,0,4.4361
10_AE1712_C14_N14_19_200m_v_NODE_1092_length_10887_cov_10.331730,0,18.2637,0,0,0,7.6904,0,0,0,0,0,0,2.9367,0,0,0,12.4699,0,0,0,2.5083,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1095_length_10867_cov_7.022799,0,10.9386,0,0,0,4.2469,0,0,0,0,0,0,0,0,0,0,5.5785,0,0,0,3.928,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1096_length_10848_cov_7.502460,2.6494,11.1013,0,0,0,6.2009,0,0,0,0,0,1.9891,2.0274,0,0,3.0357,7.0713,0,0,3.31,7.4115,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1097_length_10838_cov_12.228882,0,20.164,0,0,0,10.205,0,0,0,0,0,0,4.4836,0,0,0,12.7635,0,0,0,9.5969,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1099_length_10827_cov_14.443163,4.1228,16.8243,0,0,6.0508,4.3236,0,0,5.1668,0,0,5.1929,4.3051,0,0,6.6191,5.8554,0,0,6.8443,3.3327,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1101_length_10824_cov_11.253094,0,17.9874,0,0,0,6.7318,0,0,0,0,0,0,3.223,0,0,0,7.5584,0,0,0,4.9129,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1102_length_10823_cov_25.010236,0,36.4019,0,2.8953,0,10.3527,0,14.961,0,0,5.8164,0,4.4143,0,3.2626,0,19.834,0,1.8948,0,5.5631,0,4.266
10_AE1712_C14_N14_19_200m_v_NODE_1106_length_10786_cov_9.864040,0,15.5911,0,0,0,7.2185,0,0,0,0,0,0,5.9414,0,0,0,16.2377,0,0,0,8.2857,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1108_length_10759_cov_13.984460,0,22.7385,0,0,0,7.2682,0,0,0,0,0,0,0,0,0,0,10.0122,0,0,0,3.9525,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1112_length_10703_cov_6.164408,0,10.7127,0,0,0,5.762,0,0,0,0,0,0,2.9271,0,0,0,6.6314,0,0,0,3.241,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1119_length_10646_cov_11.928943,0,19.7097,0,0,0,9.6572,0,0,0,0,0,0,3.5288,0,0,0,10.0923,0,0,0,6.7923,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1120_length_10631_cov_9.763691,0,15.2761,0,0,0,5.4216,0,0,0,0,0,0,2.1109,0,0,0,5.8691,0,0,0,4.369,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1125_length_10588_cov_14.059842,0,17.4056,0,0,0,7.4746,0,0,0,0,0,0,4.2949,0,0,0,15.4736,0,0,0,8.0565,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1127_length_10579_cov_24.545706,0,35.7429,0,2.7766,0,18.0124,0,6.2289,0,0,0,0,7.2631,0,2.0054,0,28.6431,0,0,0,11.5565,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1130_length_10567_cov_21.184938,0,30.2483,0,0,0,19.0619,0,0,0,0,0,0,9.5765,0,0,0,30.5266,0,0,0,9.7845,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1135_length_10532_cov_8.782975,0,13.8792,0,0,0,6.0819,0,0,0,0,0,0,2.4446,0,0,0,6.4611,0,0,0,3.5065,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1141_length_10501_cov_9.215081,0,8.4095,0,0,0,3.6948,0,0,0,0,0,0,2.0803,0,0,0,5.1588,0,0,0,3.3896,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1146_length_10451_cov_8.192211,0,12.9227,0,0,0,2.7461,0,0,0,0,0,0,1.8283,0,0,0,6.5052,0,0,0,2.1908,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1149_length_10405_cov_12.142428,0,15.9494,0,0,0,7.8466,0,0,0,0,0,0,2.0437,0,0,0,6.2101,0,0,0,4.6793,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1152_length_10399_cov_9.218659,0,13.9593,0,0,0,8.9919,0,0,0,0,0,0,1.7283,0,0,0,6.9858,0,0,0,3.7749,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1154_length_10391_cov_19.033934,0,29.463,0,0,0,13.3895,0,0,1.6095,0,0,0,9.0502,0,0,0,26.5009,0,0,0,11.6336,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1156_length_10369_cov_11.790420,3.1508,12.3581,0,0,4.2091,7.2461,0,0,3.0442,0,0,0,0,0,0,0,5.2838,0,0,4.3469,2.202,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1158_length_10365_cov_7.579024,0,12.8949,0,0,4.0356,9.696,0,0,2.3006,0,0,0,3.6985,0,2.3715,0,9.6622,0,0,3.8065,6.747,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1159_length_10364_cov_13.947021,0,20.9938,0,0,0,4.3169,0,0,0,0,0,0,2.2941,0,0,0,5.6594,0,0,0,4.3962,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1164_length_10321_cov_9.104549,3.4496,14.4373,0,2.0576,4.241,9.9391,0,0,5.9004,3.3988,0,4.451,6.1488,0,0,4.5679,14.0079,0,0,5.6602,8.222,2.511,0
10_AE1712_C14_N14_19_200m_v_NODE_1168_length_10291_cov_13.301841,0,21.5585,0,0,0,9.4252,0,0,0,0,0,0,2.1798,0,0,0,11.7936,0,0,0,4.3477,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1170_length_10286_cov_9.027231,0,14.8514,0,3.7942,0,10.3775,0,0,0,0,0,0,3.2973,0,0,0,9.1262,0,0,2.4323,2.888,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1173_length_10273_cov_7.709886,0,12.599,0,0,0,8.8393,0,0,0,0,0,0,2.8531,0,0,0,10.4991,0,0,0,3.5789,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1175_length_10262_cov_6.362396,0,10.3396,0,0,0,8.5744,0,0,0,0,0,0,2.5186,0,0,0,8.3911,0,0,0,3.1761,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1178_length_10238_cov_10.634485,0,15.3947,0,0,0,5.9594,0,0,0,0,0,0,3.0144,0,0,0,10.6277,0,0,0,6.2096,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1181_length_10207_cov_10.114413,0,15.2099,0,0,0,4.0354,0,2.909,0,0,0,0,0,0,0,0,7.9031,0,0,0,2.2394,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1183_length_10187_cov_12.260040,0,18.5378,0,0,0,9.045,0,3.5477,0,0,0,0,5.695,0,0,0,15.2936,0,0,0,7.7377,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1184_length_10185_cov_151.796300,6.5274,234.3681,0,11.0723,8.1135,177.273,0,4.7036,6.6429,0,4.344,4.8137,50.7294,0,4.7077,7.37,148.9072,0,0,9.0083,63.5564,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1186_length_10176_cov_7.954352,0,11.7512,0,0,0,3.874,0,0,0,0,0,0,3.2025,0,0,0,10.1937,0,0,0,2.9898,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1187_length_10170_cov_7.646785,0,11.2676,0,0,0,3.1772,0,0,0,0,0,0,5.9339,0,0,0,6.6088,0,0,0,4.8664,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1188_length_10169_cov_8.404578,0,12.7379,0,0,0,5.5195,0,0,0,0,0,0,1.7906,0,0,0,5.5948,0,0,0,3.8987,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1189_length_10149_cov_5.326152,0,8.179,0,0,0,3.8824,0,0,0,0,0,0,3.3023,0,0,0,5.116,0,0,0,3.2959,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1190_length_10145_cov_12.981426,0,20.3519,0,0,0,21.9489,0,0,0,0,0,0,8.8904,0,0,0,19.3984,0,0,0,11.6141,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1191_length_10142_cov_16.178539,0,16.6099,0,0,0,16.0927,0,0,0,0,0,0,7.2703,0,0,0,16.1366,0,0,0,6.9762,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1192_length_10141_cov_6.535572,35.8061,10.3844,0,0,19.3238,2.7658,0,0,11.5108,0,0,7.197,0,0,0,17.5748,4.7998,0,0,16.9223,2.2784,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1194_length_10132_cov_7.869915,0,12.0818,0,0,0,6.1471,0,0,0,0,0,0,3.3985,0,0,0,8.5421,0,0,0,4.5197,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1196_length_10119_cov_9.295658,0,14.2116,0,0,0,6.0811,0,0,0,0,0,0,4.1547,0,0,0,7.3249,0,0,0,4.5178,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1198_length_10118_cov_9.834080,2.0354,13.809,0,0,2.6039,6.0899,0,0,2.1955,0,0,0,2.263,0,0,0,7.5835,0,0,2.7407,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1200_length_10112_cov_15.985750,0,25.7967,0,0,0,14.9178,0,2.2534,2.1125,0,0,0,6.6172,0,0,0,17.6728,0,0,0,11.6514,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1202_length_10094_cov_114.786363,4.2843,176.3284,0,7.3939,4.8332,86.3326,0,11.4229,2.5513,0,4.5645,4.943,47.5171,0,6.675,5.13,149.8107,0,2.4044,6.369,83.5425,0,5.5999
10_AE1712_C14_N14_19_200m_v_NODE_1203_length_10093_cov_25.489117,0,30.4934,0,0,0,7.1864,0,0,0,0,0,0,0,0,0,0,10.6852,0,0,0,3.4837,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1209_length_10054_cov_10.142528,0,17.3137,0,3.5168,0,12.1426,0,7.9424,0,0,3.2846,0,4.278,0,0,0,9.0745,0,0,0,4.5508,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1212_length_10039_cov_11.035134,0,16.7904,0,0,0,5.572,0,3.4945,0,0,0,0,6.0493,0,0,0,16.2577,0,0,0,6.6288,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1213_length_10038_cov_11.765987,0,18.5857,0,0,1.7359,6.4671,0,0,0,0,0,0,4.1948,0,0,0,10.0481,0,0,0,3.8535,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1214_length_10028_cov_5.549091,0,8.5025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1214,0,0,0,0,0,0
10_AE1712_C14_N14_19_200m_v_NODE_1215_length_10022_cov_8.019206,0,12.9227,0,0,0,7.6467,0,0,0,0,0,0,6.2557,0,0,0,9.8907,0,0,0,7.8773,0,0
11_AE1712_C16_N1_7_80m_v_NODE_6_length_170105_cov_48.478509,0,0,40.7103,43.7948,0,0,0,0,0,58.4532,1.7218,0,0,25.4389,9.4658,0,0,0,0,0,0,13.8199,0
11_AE1712_C16_N1_7_80m_v_NODE_25_length_56347_cov_28.789959,0,3.3457,0,45.6294,0,0,0,0,0,0,2.5525,0,0,0,8.8649,0,2.7741,0,0,0,0,0,2.1794
11_AE1712_C16_N1_7_80m_v_NODE_30_length_42206_cov_54.252842,0,0,4.2943,80.6516,0,0,0,0,0,7.7345,9.0304,0,0,7.3686,46.639,0,0,0,0,0,0,3.2734,5.6389
11_AE1712_C16_N1_7_80m_v_NODE_32_length_39265_cov_11.722670,0,0,0,17.9229,0,0,0,0,0,0,0,0,0,0,4.1261,0,0,0,0,0,0,0,0
11_AE1712_C16_N1_7_80m_v_NODE_33_length_37265_cov_16.980451,0,0,0,26.0693,0,0,0,0,0,0,0,0,0,0,6.9487,0,0,0,0,0,0,0,0
11_AE1712_C16_N1_7_80m_v_NODE_39_length_27950_cov_16.374448,0,5.363,0,22.1831,0,2.2085,0,21.9015,0,0,5.9039,0,2.8839,0,13.8558,0,5.4499,0,0,0,2.6178,0,6.047
11_AE1712_C16_N1_7_80m_v_NODE_47_length_25112_cov_16.055642,0,10.696,0,24.5235,0,6.129,0,19.7034,0,0,7.2485,0,4.3602,0,15.6593,0,12.2439,0,0,0,5.4019,0,6.0139
11_AE1712_C16_N1_7_80m_v_NODE_50_length_23327_cov_9.560860,0,0,0,16.0387,0,0,0,13.6951,0,2.9511,3.491,0,0,0,11.1608,0,0,0,0,0,0,0,2.3136
11_AE1712_C16_N1_7_80m_v_NODE_52_length_23146_cov_12.490875,0,0,0,15.9165,0,0,0,12.7221,0,3.4462,2.8129,0,0,0,9.8982,0,0,0,0,0,0,0,3.769
11_AE1712_C16_N1_7_80m_v_NODE_57_length_20844_cov_14.121972,0,10.934,0,22.2864,0,6.7002,0,19.7257,0,0,7.2692,0,5.3597,0,13.9689,0,12.6933,0,0,0,5.3662,0,5.6806
11_AE1712_C16_N1_7_80m_v_NODE_65_length_18615_cov_8.647427,0,0,0,13.6848,0,0,0,10.6132,0,2.3518,2.5676,0,0,0,9.5944,0,0,0,0,0,0,0,2.6737
11_AE1712_C16_N1_7_80m_v_NODE_72_length_17486_cov_9.893274,0,0,0,15.4285,0,0,0,1.9294,0,0,2.7225,0,0,0,6.8829,0,0,0,0,0,0,0,0
11_AE1712_C16_N1_7_80m_v_NODE_95_length_14904_cov_23.214136,0,0,0,22.8388,0,0,0,6.9359,0,0,4.6152,0,0,0,8.2063,0,0,0,0,0,0,0,2.4781
11_AE1712_C16_N1_7_80m_v_NODE_96_length_14887_cov_36.203849,0,2.355,0,54.5617,0,0,0,14.2251,0,0,9.7571,0,0,0,24.2221,0,3.7075,0,0,0,0,0,7.3121
11_AE1712_C16_N1_7_80m_v_NODE_98_length_14829_cov_18.472546,0,7.0206,0,29.2607,0,4.4646,0,44.8094,0,0,19.2289,0,3.1116,0,23.7059,0,5.9094,0,4.7001,0,0,0,9.9992
11_AE1712_C16_N1_7_80m_v_NODE_115_length_13792_cov_23.498068,0,3.5671,0,35.517,0,0,0,33.1847,0,0,16.1943,0,0,0,18.0486,0,3.9716,0,4.0877,0,0,0,8.3574
11_AE1712_C16_N1_7_80m_v_NODE_116_length_13772_cov_8.632202,0,0,0,14.4095,0,0,0,10.7204,0,3.7333,2.9193,0,0,0,11.5433,0,0,0,0,0,0,0,3.0366
11_AE1712_C16_N1_7_80m_v_NODE_130_length_12668_cov_7.833929,0,0,0,12.5903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11_AE1712_C16_N1_7_80m_v_NODE_142_length_12332_cov_65.691636,0,0,4.1384,89.5535,0,0,0,0,0,7.9903,9.3152,0,0,7.6391,51.9282,0,0,0,0,0,0,3.4978,6.8999
11_AE1712_C16_N1_7_80m_v_NODE_149_length_12167_cov_10.201820,0,0,0,15.6191,0,0,0,2.9888,0,0,2.836,0,0,0,8.9398,0,0,0,0,0,0,0,2.4795
11_AE1712_C16_N1_7_80m_v_NODE_173_length_11174_cov_7.411012,0,0,0,11.3046,0,0,0,0,0,0,0,0,0,0,6.1831,0,0,0,0,0,0,0,2.0508
11_AE1712_C16_N1_7_80m_v_NODE_175_length_11137_cov_11.073599,0,0,0,17.6269,0,0,0,2.8827,0,0,2.6786,0,0,0,9.5177,0,0,0,0,0,0,0,2.2048
11_AE1712_C16_N1_7_80m_v_NODE_180_length_10956_cov_11.095046,0,4.5204,0,16.9646,0,0,0,13.9276,0,0,5.014,0,0,0,9.0967,0,4.836,0,0,0,0,0,3.8592
11_AE1712_C16_N1_7_80m_v_NODE_183_length_10864_cov_9.382868,0,0,0,15.5124,0,0,1.5046,11.4013,0,2.9638,2.4295,0,0,0,11.6975,0,0,0,0,0,0,0,3.2358
11_AE1712_C16_N1_7_80m_v_NODE_192_length_10561_cov_14.280618,0,0,0,21.5356,0,0,0,0,0,0,0,0,0,0,5.1743,0,0,0,0,0,0,0,0
11_AE1712_C16_N1_7_80m_v_NODE_211_length_10132_cov_7.531576,0,0,0,11.8711,0,0,0,0,0,0,0,0,0,0,5.3365,0,0,0,0,0,0,0,0
12_AE1712_C16_N8_14_200m_v_NODE_32_length_99585_cov_18.151033,0,0,0,0,0,28.8637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_AE1712_C16_N8_14_200m_v_NODE_42_length_87707_cov_12.155951,0,52.0835,0,2.3202,0,18.3838,0,0,0,0,2.9835,0,14.4286,0,2.0744,0,31.5174,0,0,0,16.1108,0,3.0915
12_AE1712_C16_N8_14_200m_v_NODE_73_length_67427_cov_43.450572,0,94.024,0,0,0,37.8848,0,0,0,0,0,0,26.1812,0,0,0,59.9814,0,0,0,34.6227,0,0
12_AE1712_C16_N8_14_200m_v_NODE_83_length_62677_cov_11.469665,0,39.3149,0,0,0,17.6384,0,3.2784,0,0,1.7951,0,9.6958,0,0,0,26.3228,0,0,0,10.7999,0,0
12_AE1712_C16_N8_14_200m_v_NODE_90_length_61866_cov_28.251857,4.8311,70.3425,0,4.3685,4.2062,41.4368,0,3.8572,0,0,4.2578,0,18.1241,0,3.5058,3.8359,57.0579,0,0,3.9096,16.6917,0,2.7011
12_AE1712_C16_N8_14_200m_v_NODE_102_length_59251_cov_13.017541,0,42.0141,0,0,0,20.0877,0,0,0,0,0,0,18.7605,0,0,0,35.8165,0,0,1.8219,19.6157,0,0
12_AE1712_C16_N8_14_200m_v_NODE_106_length_58649_cov_73.414567,0,329.8895,0,2.7561,0,100.8844,0,3.3609,0,0,0,0,29.5632,0,0,0,157.9489,0,0,0,44.9732,0,0
12_AE1712_C16_N8_14_200m_v_NODE_110_length_57039_cov_16.886187,0,44.7015,0,0,0,22.1696,0,0,0,0,0,0,7.7512,0,0,0,23.4383,0,0,0,11.868,0,0
12_AE1712_C16_N8_14_200m_v_NODE_115_length_55136_cov_91.431101,2.1062,260.194,0,4.9097,2.6594,121.9853,0,4.4683,0,0,5.0741,0,103.2726,0,4.3947,0,240.1555,0,0,0,114.4153,0,3.873
12_AE1712_C16_N8_14_200m_v_NODE_128_length_50616_cov_16.288668,0,56.3743,0,0,0,25.1508,0,0,0,0,0,0,12.0955,0,0,0,46.9469,0,0,0,19.5971,0,0
12_AE1712_C16_N8_14_200m_v_NODE_141_length_47589_cov_18.420125,0,55.8991,0,0,0,20.5661,0,0,0,0,0,0,9.8276,0,0,0,37.4203,0,0,0,16.1416,0,0
12_AE1712_C16_N8_14_200m_v_NODE_143_length_47365_cov_11.810163,0,0,0,0,0,18.2116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_AE1712_C16_N8_14_200m_v_NODE_144_length_47362_cov_10.955229,0,0,0,0,0,16.9636,0,0,0,0,0,0,0,0,0,0,11.9401,0,0,0,16.7632,0,0
12_AE1712_C16_N8_14_200m_v_NODE_145_length_46859_cov_11.135715,0,17.3997,0,0,0,8.0831,0,0,0,0,0,0,3.3906,0,0,0,7.76,0,0,0,5.9418,0,0
12_AE1712_C16_N8_14_200m_v_NODE_170_length_42823_cov_10.024213,0,28.8036,0,0,0,11.0726,0,0,0,0,0,0,1.7759,0,0,0,10.4809,0,0,0,4.4908,0,0
12_AE1712_C16_N8_14_200m_v_NODE_193_length_39214_cov_13.752945,0,21.4661,0,0,0,14.4332,0,2.7577,0,0,0,0,5.5368,0,0,0,15.2668,0,0,0,7.4415,0,0
12_AE1712_C16_N8_14_200m_v_NODE_197_length_38839_cov_13.421392,3.3978,49.977,0,0,3.1364,20.4809,0,2.6409,3.0141,0,0,1.9496,11.0689,0,0,3.0658,31.2703,0,0,3.2698,13.9264,0,0
12_AE1712_C16_N8_14_200m_v_NODE_200_length_38517_cov_15.514516,0,52.1801,0,1.9572,0,23.6558,0,5.4207,0,0,0,0,7.7059,0,0,0,43.4202,0,0,0,7.311,0,0
12_AE1712_C16_N8_14_200m_v_NODE_209_length_37448_cov_9.910626,5.0169,21.5794,0,0,5.4916,13.706,0,2.5239,3.3601,0,0,3.1424,2.6076,0,0,5.2764,9.6818,0,0,5.4634,4.231,0,0
12_AE1712_C16_N8_14_200m_v_NODE_240_length_33347_cov_30.809167,0,71.5338,0,0,0,46.3761,0,0,0,0,0,0,6.7336,0,0,0,32.6043,0,0,0,6.1098,0,0
12_AE1712_C16_N8_14_200m_v_NODE_262_length_31308_cov_13.324485,0,32.3791,0,0,0,21.0349,0,0,0,0,0,0,7.3852,0,0,0,33.3741,0,0,0,12.3567,0,0
12_AE1712_C16_N8_14_200m_v_NODE_298_length_27702_cov_10.138425,6.1637,15.4473,0,0,10.9457,14.178,0,0,6.3361,0,0,5.968,5.9889,0,0,8.7818,13.0354,0,0,10.5444,10.9503,0,0
12_AE1712_C16_N8_14_200m_v_NODE_306_length_27191_cov_12.271852,0,11.544,0,0,0,13.7908,0,0,0,0,0,0,5.4606,0,0,0,13.0756,0,0,0,4.7248,0,0
12_AE1712_C16_N8_14_200m_v_NODE_316_length_26801_cov_24.102904,0,48.9965,0,0,0,30.6647,0,4.8435,0,0,0,0,9.9551,0,0,0,52.3454,0,0,2.5291,24.211,0,0
12_AE1712_C16_N8_14_200m_v_NODE_322_length_26453_cov_46.867228,5.4222,46.2971,0,2.4281,6.1194,25.3972,0,2.0678,2.9809,0,0,2.9233,7.5891,0,0,4.9367,38.4773,0,0,5.3743,9.6557,0,0
12_AE1712_C16_N8_14_200m_v_NODE_334_length_25618_cov_21.344427,0,40.6859,0,0,0,32.9263,0,0,0,0,0,0,14.4946,0,0,0,37.8913,0,0,0,23.997,0,0
12_AE1712_C16_N8_14_200m_v_NODE_337_length_25435_cov_28.307083,0,26.5342,0,0,0,28.5286,0,0,0,0,0,0,11.0551,0,0,0,23.2096,0,0,0,12.2211,0,0
12_AE1712_C16_N8_14_200m_v_NODE_340_length_25150_cov_34.567662,0,44.8028,0,2.0846,0,39.3852,0,4.0873,0,0,2.8925,0,8.8929,0,2.6829,0,31.9323,0,0,0,15.7825,0,1.7794
12_AE1712_C16_N8_14_200m_v_NODE_342_length_25138_cov_9.836479,0,35.0143,0,0,0,15.4133,0,0,0,0,0,0,7.3288,0,0,0,18.1998,0,0,0,11.2421,0,0
